Transaction_ID,Customer_ID,Date_of_Birth,Gender,Email,Phone_Number,Address,Signup_Date,Purchase_DateTime,Product_ID,Product_Category,Product_Price,Quantity,Discount_Code,Payment_Method,Device_Used,Delivery_Time_days,Customer_Satisfaction,Review_Text
T102425,C1360,1983-09-14,Male,jonathon.conley@hotmail.com,+92-314-7237496,"Peshawar, Khyber Pakhtunkhwa",2022-06-20,2025-04-05 08:30:02,P871,Home Decor,11027.29,1,SALE20,JazzCash,Desktop,1,3,Base school instead pull work almost unit.
T102426,C1519,1968-08-10,Female,jennifer.gonzalez@hotmail.com,+92-325-1750894,"Lahore, Punjab",2024-12-08,2025-06-28 15:20:07,P876,Electronics,32832.78,2,SALE20,Easypaisa,Tablet,4,6,Task return foot become about everybody.
T102427,C1075,1973-10-18,Female,terry.glover@gmail.com,+92-309-3376818,"Multan, Punjab",2021-09-07,2025-01-17 14:19:49,P263,Books,35925.93,3,,JazzCash,Mobile,2,9,Couple economy democratic environment.
T102428,C1317,1958-03-06,Female,michael.neal@gmail.com,+92-338-5130100,"Sialkot, Punjab",2024-07-31,2025-09-07 07:05:38,P303,Clothing,47777.14,5,FREESHIP,JazzCash,Mobile,1,2,
T102429,C1472,1982-02-16,Female,ms..erin.lane@yahoo.com,+92-339-5331630,"Islamabad, Capital Territory",2025-06-07,2024-12-05 18:43:35,P305,Home Decor,33427.4,2,,Credit Card,Tablet,5,10,
T102430,C1462,1975-01-10,Female,lisa.barnes@yahoo.com,+92-327-6196562,"Quetta, Balochistan",2024-01-04,2024-12-14 07:15:24,P236,Books,48078.46,1,DISCOUNT5,Credit Card,Tablet,10,4,Decision civil sing space industry behavior challenge real wonder.
T102431,C1038,1981-05-16,Female,jesse.mccormick@hotmail.com,+92-313-5573719,"Rawalpindi, Punjab",2021-05-02,2025-06-05 05:10:55,P632,Clothing,15235.91,4,SALE20,Debit Card,Mobile,8,7,Place leg change.
T102432,C1058,1990-05-10,Male,daniel.smith@outlook.com,+92-326-1171587,"Hyderabad, Sindh",2021-01-25,2025-07-26 03:42:55,P256,Electronics,39415.45,5,,Credit Card,Desktop,10,7,Huge matter five left another physical total turn two floor.
T102433,C1377,1983-07-08,Male,david.hanson@outlook.com,+92-326-7939725,"Quetta, Balochistan",2022-02-14,2025-09-12 09:54:21,P738,Home Decor,44310.17,4,,Bank Transfer,Mobile,2,10,Blood own design music head always analysis analysis art institution plant cell method.
T102434,C1851,1987-04-12,Male,nicholas.cisneros@yahoo.com,+92-324-5665520,"Faisalabad, Punjab",2023-11-08,2025-09-26 23:54:25,P912,Toys,8960.26,4,,Cash,Mobile,5,5,Population live land former I necessary building.
T102435,C1293,1986-09-12,Male,patrick.harris@outlook.com,+92-312-9190913,"Karachi, Sindh",2023-07-05,2025-07-15 06:47:58,P339,Sports,21328.29,1,SALE20,Credit Card,Desktop,1,4,
T102436,C1078,1976-10-03,Female,william.cox@gmail.com,+92-316-1174981,"Islamabad, Capital Territory",2024-01-27,2025-06-08 22:48:06,P109,Groceries,36430.56,4,DISCOUNT5,Bank Transfer,Mobile,8,7,Need finally leg.
T102437,C1660,1964-02-11,Male,alvin.wilson@outlook.com,+92-340-7634860,"Sialkot, Punjab",2021-10-29,2025-01-01 23:24:29,P239,Toys,242.25,1,SALE20,Cash,Desktop,8,5,Drop ever inside describe contain expert her.
T102438,C1884,2003-12-14,Female,cory.willis@yahoo.com,+92-302-8535120,"Sialkot, Punjab",2025-02-18,2025-02-23 16:00:49,P116,Groceries,47581.12,3,,Credit Card,Desktop,2,4,Talk more voice side free security.
T102439,C1875,1975-04-07,Female,amanda.johnson@outlook.com,+92-308-4740892,"Karachi, Sindh",2023-04-25,2024-12-12 11:43:47,P237,Electronics,5700.41,3,,JazzCash,Mobile,3,7,Four letter manager finish write.
T102440,C1092,1954-11-15,Male,christopher.mcclure@gmail.com,+92-304-2918984,"Quetta, Balochistan",2023-05-02,2025-07-01 03:15:11,P438,Beauty,40315.69,5,,Easypaisa,Mobile,9,6,
T102441,C1629,1959-12-11,Male,gina.spencer@hotmail.com,+92-307-3666299,"Lahore, Punjab",2023-01-25,2025-08-10 14:38:21,P510,Sports,20921.58,1,,JazzCash,Tablet,1,4,
T102442,C1608,1971-12-14,Male,alex.cameron@outlook.com,+92-331-2115690,"Peshawar, Khyber Pakhtunkhwa",2022-03-15,2025-06-24 19:02:12,P687,Beauty,5018.76,4,SALE20,Credit Card,Desktop,7,2,Stage method board rock.
T102443,C1519,2003-01-19,Female,alisha.byrd@hotmail.com,+92-311-6492500,"Peshawar, Khyber Pakhtunkhwa",2021-07-28,2025-04-12 05:37:45,P210,Books,15049.88,2,DISCOUNT5,Cash,Tablet,2,5,How push grow stage guess oil force in among up TV.
T102444,C1393,1992-09-01,Male,richard.rodriguez@gmail.com,+92-310-5303341,"Sialkot, Punjab",2025-06-28,2025-11-06 20:15:10,P320,Groceries,31385.23,3,,Debit Card,Tablet,10,6,Relate language fire consumer successful say.
T102445,C1473,2000-04-25,Male,elizabeth.allen@yahoo.com,+92-343-7680763,"Karachi, Sindh",2022-02-08,2024-12-30 07:15:26,P309,Groceries,5292.85,4,SALE20,Bank Transfer,Desktop,10,10,Eight cause across civil wife campaign begin enter good truth plant stuff cup.
T102446,C1594,1976-01-20,Female,mary.pugh@gmail.com,+92-318-9996951,"Peshawar, Khyber Pakhtunkhwa",2025-10-01,2025-04-25 00:33:16,P998,Books,9441.33,5,SALE20,Easypaisa,Desktop,1,5,Discover however and audience century involve degree continue suffer.
T102447,C1567,1969-01-20,Female,yolanda.keith@yahoo.com,+92-318-5776554,"Rawalpindi, Punjab",2025-06-10,2025-02-18 04:58:02,P110,Electronics,25665.66,2,FREESHIP,JazzCash,Mobile,8,6,Nation determine main condition.
T102448,C1977,2004-10-05,Male,ana.thomas@gmail.com,+92-336-5387228,"Islamabad, Capital Territory",2024-11-26,2025-01-14 13:08:38,P335,Sports,5812.19,1,,Credit Card,Tablet,5,7,Central administration single gun serious find without couple check parent hard beautiful writer.
T102449,C1810,1996-07-28,Female,rebecca.lee@outlook.com,+92-306-3003211,"Islamabad, Capital Territory",2023-04-17,2025-01-08 23:47:22,P122,Groceries,19959.75,1,,JazzCash,Mobile,7,9,Nothing today news agent source quality property.
T102450,C1756,1995-04-09,Female,james.greene@gmail.com,+92-325-4391113,"Faisalabad, Punjab",2025-01-09,2024-12-31 12:32:50,P324,Electronics,26686.84,4,SALE20,Bank Transfer,Desktop,7,2,Cup approach nation Mrs defense your family material.
T102451,C1917,1959-05-25,Female,dana.williams@yahoo.com,+92-305-9354503,"Hyderabad, Sindh",2025-04-16,2025-06-29 00:59:08,P302,Groceries,21190.61,2,NEW10,Bank Transfer,Mobile,7,6,Reach agency week just choose field issue hot parent reach develop upon standard quite.
T102452,C1042,1958-11-17,Female,chelsea.nichols@yahoo.com,+92-312-3132636,"Lahore, Punjab",2021-07-01,2025-05-11 06:01:24,P359,Home Decor,44381.32,3,NEW10,Easypaisa,Tablet,10,1,Plant decision impact city radio.
T102453,C1460,2006-03-28,Male,erin.brown@gmail.com,+92-333-1598865,"Multan, Punjab",2022-02-16,2025-03-16 14:44:19,P518,Sports,20899.78,1,SALE20,Debit Card,Desktop,8,9,Town administration force often free plan close.
T102454,C1930,1982-10-10,Female,shelley.york@outlook.com,+92-330-9033263,"Multan, Punjab",2022-05-05,2025-05-24 17:26:24,P579,Home Decor,24064.05,4,,Credit Card,Desktop,5,10,Society help not sure decision tree central language sport maintain place fight.
T102455,C1829,1964-05-25,Male,stacey.clark@hotmail.com,+92-306-2869093,"Faisalabad, Punjab",2023-04-22,2025-06-23 00:17:40,P551,Electronics,42117.6,5,SALE20,Credit Card,Tablet,8,6,Two star paper close which road establish.
T102456,C1585,1964-08-19,Male,john.alvarado@yahoo.com,+92-314-1638058,"Islamabad, Capital Territory",2025-02-10,2024-12-05 17:02:50,P169,Toys,19537.25,5,,Debit Card,Desktop,3,2,Court public drive.
T102457,C1667,1987-07-30,Male,jordan.potter@yahoo.com,+92-324-4095032,"Karachi, Sindh",2021-03-17,2025-04-30 06:43:31,P851,Beauty,18979.96,5,DISCOUNT5,Debit Card,Desktop,2,5,Themselves within indicate.
T102458,C1192,1965-10-03,Male,katrina.jimenez@hotmail.com,+92-305-2130790,"Rawalpindi, Punjab",2023-07-09,2024-11-27 12:48:50,P808,Beauty,48852.48,2,,Credit Card,Tablet,8,7,Animal beyond what outside season.
T102459,C1329,2006-11-18,Female,frank.brooks@gmail.com,+92-315-8314004,"Faisalabad, Punjab",2024-01-28,2025-09-17 19:43:31,P225,Clothing,19497.46,3,,Easypaisa,Desktop,2,4,
T102460,C1619,1971-05-08,Female,michelle.simpson@outlook.com,+92-339-7222701,"Karachi, Sindh",2024-11-01,2025-08-08 10:05:50,P786,Books,25623.59,3,,Bank Transfer,Tablet,3,2,National woman thank how.
T102461,C1487,1981-06-22,Male,james.morse@gmail.com,+92-328-3395093,"Rawalpindi, Punjab",2021-03-11,2025-10-15 04:38:03,P538,Beauty,24255.21,4,,Credit Card,Tablet,5,9,Sport history school mind miss likely.
T102462,C1513,1965-09-12,Female,amanda.robinson@hotmail.com,+92-328-1688736,"Karachi, Sindh",2025-02-28,2025-10-27 12:45:58,P902,Groceries,1288.0,3,,Cash,Desktop,4,8,Whom even economy thus effort affect early very.
T102463,C1154,1998-10-25,Female,scott.foster@gmail.com,+92-342-9449329,"Lahore, Punjab",2024-07-18,2025-10-16 01:29:40,P567,Electronics,18994.74,4,NEW10,Credit Card,Mobile,6,10,Growth minute interview religious indicate beautiful project event sure window direction.
T102464,C1980,1983-05-13,Female,stephen.duncan@yahoo.com,+92-349-4170380,"Karachi, Sindh",2024-10-27,2025-02-17 10:54:36,P473,Sports,28024.89,2,NEW10,JazzCash,Tablet,7,9,Than name name building often course light one.
T102465,C1063,1981-06-16,Female,jacqueline.pierce@hotmail.com,+92-349-4530452,"Sialkot, Punjab",2021-01-26,2025-08-13 19:24:15,P935,Beauty,48072.3,5,,Bank Transfer,Tablet,7,10,
T102466,C1461,1995-02-04,Female,bradley.wallace@outlook.com,+92-346-6333834,"Multan, Punjab",2021-03-23,2025-08-17 20:23:16,P110,Groceries,348.9,5,,Debit Card,Mobile,9,8,Population so data whole own size place particular.
T102467,C1105,1968-01-04,Female,kevin.marshall@outlook.com,+92-302-1238423,"Peshawar, Khyber Pakhtunkhwa",2021-04-06,2025-03-29 02:37:17,P548,Electronics,14059.54,5,,JazzCash,Mobile,4,7,Before pull citizen.
T102468,C1830,1971-10-07,Female,jessica.mcdonald@yahoo.com,+92-309-6726860,"Quetta, Balochistan",2020-11-14,2025-02-18 06:10:41,P976,Clothing,11150.49,4,FREESHIP,Easypaisa,Desktop,1,4,
T102469,C1920,1978-09-11,Male,robert.stewart@gmail.com,+92-316-3944888,"Sialkot, Punjab",2023-01-26,2025-10-28 15:11:21,P537,Toys,34208.99,1,SALE20,Debit Card,Mobile,4,4,Baby Democrat may happen.
T102470,C1857,1959-08-26,Female,christopher.hall@yahoo.com,+92-322-8751668,"Quetta, Balochistan",2022-12-09,2024-12-28 00:26:51,P245,Sports,46042.6,1,,Easypaisa,Desktop,3,1,Accept check oil.
T102471,C1351,1970-04-01,Male,heather.miller@outlook.com,+92-312-1946707,"Multan, Punjab",2024-01-24,2024-12-17 16:00:33,P894,Home Decor,11546.3,3,SALE20,JazzCash,Tablet,6,3,Charge available crime sport house.
T102472,C1731,1973-08-24,Female,kayla.schneider@outlook.com,+92-325-7375918,"Peshawar, Khyber Pakhtunkhwa",2023-10-14,2025-09-22 12:55:21,P589,Electronics,36501.04,3,FREESHIP,Cash,Tablet,4,4,
T102473,C1086,1964-05-28,Male,tammy.garcia@gmail.com,+92-309-5895685,"Faisalabad, Punjab",2023-10-02,2025-06-09 18:37:12,P724,Toys,34566.74,3,NEW10,Cash,Tablet,7,1,
T102474,C1516,1982-03-02,Male,andrew.gonzalez@outlook.com,+92-332-2067859,"Sialkot, Punjab",2021-08-08,2025-03-21 09:47:36,P724,Beauty,4122.15,4,SALE20,Credit Card,Mobile,10,5,Quickly fact above network bag machine contain business organization interview.
T102475,C1661,1963-04-02,Female,gary.turner@yahoo.com,+92-314-4086389,"Lahore, Punjab",2023-12-04,2025-07-29 06:39:46,P455,Beauty,17356.87,1,,JazzCash,Desktop,6,3,
T102476,C1176,2004-04-02,Female,melinda.hill@yahoo.com,+92-340-4260468,"Multan, Punjab",2025-03-27,2025-02-28 20:08:33,P868,Clothing,48781.37,2,DISCOUNT5,Credit Card,Tablet,3,4,Alone both performance.
T102477,C1040,2005-03-08,Female,yolanda.murillo@yahoo.com,+92-321-8363043,"Quetta, Balochistan",2023-03-10,2025-03-31 14:20:22,P933,Beauty,37391.63,5,NEW10,Easypaisa,Desktop,6,4,
T102478,C1253,1994-09-21,Female,nancy.gaines@hotmail.com,+92-301-8390875,"Sialkot, Punjab",2025-05-10,2025-05-14 13:58:55,P422,Sports,7419.35,2,FREESHIP,JazzCash,Tablet,6,4,Adult summer each production lead player human offer ready account accept black.
T102479,C1724,2000-08-07,Female,elijah.short@outlook.com,+92-304-5123439,"Multan, Punjab",2022-02-14,2025-09-26 11:21:17,P355,Toys,47756.35,3,SALE20,Bank Transfer,Tablet,9,9,Police sell bad leg than successful third start company family.
T102480,C1448,1965-03-08,Male,jennifer.sullivan@outlook.com,+92-338-9867708,"Multan, Punjab",2024-04-17,2025-09-27 01:58:56,P866,Groceries,49394.0,2,SALE20,JazzCash,Mobile,8,9,Morning either despite tell travel loss head authority expect.
T102481,C1449,1968-11-08,Female,mary.kennedy@yahoo.com,+92-318-3702775,"Faisalabad, Punjab",2024-01-23,2024-11-24 10:01:58,P158,Books,29774.18,4,SALE20,Credit Card,Mobile,7,4,
T102482,C1536,1985-01-08,Female,paige.hernandez@hotmail.com,+92-309-6327664,"Peshawar, Khyber Pakhtunkhwa",2025-08-21,2025-03-10 16:04:02,P277,Electronics,33133.77,1,,Debit Card,Tablet,8,2,Fight peace box with.
T102483,C1535,1964-07-16,Female,darrell.curry@yahoo.com,+92-303-2868408,"Islamabad, Capital Territory",2021-11-22,2025-04-24 18:43:51,P384,Books,8549.82,5,SALE20,Bank Transfer,Tablet,4,10,Today ready laugh card cell whose.
T102484,C1624,2000-08-05,Male,jose.hartman@outlook.com,+92-343-2092722,"Rawalpindi, Punjab",2022-11-08,2025-09-05 12:37:42,P757,Home Decor,46765.1,4,,Debit Card,Tablet,6,7,Such apply perhaps prevent.
T102485,C1162,1973-08-05,Male,miranda.murray@hotmail.com,+92-326-9691391,"Faisalabad, Punjab",2024-05-12,2025-05-22 05:30:57,P479,Books,19288.43,4,NEW10,Cash,Mobile,1,1,
T102486,C1372,2006-08-10,Female,emily.lopez@yahoo.com,+92-334-1292960,"Quetta, Balochistan",2022-02-12,2024-12-25 21:27:05,P315,Toys,29995.84,5,,Easypaisa,Tablet,8,3,Act thank value dark phone.
T102487,C1381,1977-02-18,Female,melissa.clark@gmail.com,+92-339-3850704,"Lahore, Punjab",2023-02-21,2024-11-07 22:02:28,P157,Books,14151.95,2,,Credit Card,Mobile,9,6,
T102488,C1939,1955-08-01,Female,justin.brooks@yahoo.com,+92-346-6396496,"Islamabad, Capital Territory",2025-03-14,2025-09-30 22:22:58,P180,Clothing,2375.31,3,,JazzCash,Mobile,2,1,Political condition daughter both program actually hear outside report concern.
T102489,C1289,1998-03-07,Male,bethany.harding@outlook.com,+92-323-1644748,"Faisalabad, Punjab",2022-10-14,2025-06-19 06:17:04,P277,Groceries,13358.28,3,,Credit Card,Mobile,1,10,National catch save go represent his guess pretty.
T102490,C1396,1962-10-31,Male,robert.flowers@gmail.com,+92-309-2741350,"Quetta, Balochistan",2023-08-02,2024-12-31 18:21:04,P336,Sports,18980.59,2,,Credit Card,Desktop,8,3,
T102491,C1418,1990-04-12,Male,jason.jennings@outlook.com,+92-343-4920197,"Peshawar, Khyber Pakhtunkhwa",2023-12-29,2024-12-25 20:36:28,P852,Home Decor,46844.74,5,SALE20,Credit Card,Desktop,3,8,This because born job.
T102492,C1793,1976-01-09,Female,richard.medina@yahoo.com,+92-300-7395699,"Karachi, Sindh",2021-04-07,2025-09-30 19:02:54,P695,Clothing,7428.67,1,,JazzCash,Tablet,9,1,
T102493,C1346,1990-07-11,Male,alexander.floyd@hotmail.com,+92-300-1980083,"Lahore, Punjab",2023-12-18,2025-10-10 12:48:19,P669,Home Decor,4890.55,3,FREESHIP,Credit Card,Desktop,4,5,Get face more town Democrat three management ago see base.
T102494,C1695,1961-10-31,Female,brittany.cisneros@outlook.com,+92-324-3007261,"Karachi, Sindh",2023-06-27,2025-03-29 09:24:08,P888,Toys,27252.16,1,FREESHIP,Cash,Desktop,10,1,Measure both item type some score in career.
T102495,C1612,2007-05-12,Female,mark.morrison@outlook.com,+92-314-1590477,"Hyderabad, Sindh",2022-04-18,2025-05-18 19:00:11,P364,Sports,8682.88,5,DISCOUNT5,Easypaisa,Tablet,5,1,According floor four medical themselves senior it doctor administration commercial pass federal.
T102496,C1053,1997-08-15,Female,sharon.baird@outlook.com,+92-336-2240239,"Karachi, Sindh",2025-10-03,2025-09-25 08:00:14,P935,Beauty,25775.44,2,,Bank Transfer,Desktop,8,5,Rate use full political age watch activity social.
T102497,C1808,1995-07-29,Female,james.ferguson@gmail.com,+92-301-8993139,"Lahore, Punjab",2024-01-16,2024-11-06 19:42:28,P599,Clothing,14182.14,4,,Easypaisa,Desktop,7,4,
T102498,C1646,1986-11-28,Female,brian.hudson@gmail.com,+92-336-7476923,"Hyderabad, Sindh",2021-03-16,2025-08-09 15:40:41,P274,Electronics,6379.04,1,NEW10,JazzCash,Desktop,5,9,Part exactly avoid.
T102499,C1662,1970-08-25,Female,steven.davis@hotmail.com,+92-318-7488875,"Lahore, Punjab",2025-07-19,2025-06-17 22:04:46,P340,Electronics,9790.46,1,SALE20,Easypaisa,Desktop,7,7,
T102500,C1342,1999-10-16,Female,juan.johnson@outlook.com,+92-328-4987424,"Karachi, Sindh",2021-03-08,2024-11-13 19:29:19,P129,Toys,4557.75,1,FREESHIP,Debit Card,Mobile,2,7,Agree follow floor month maybe clearly fact upon.
T102501,C1067,1984-09-03,Female,katherine.lopez@hotmail.com,+92-343-9230270,"Rawalpindi, Punjab",2024-11-04,2025-11-06 02:50:15,P321,Toys,5887.79,1,,Cash,Tablet,3,7,Artist site mean job particular anyone according.
T102502,C1337,1975-03-09,Female,victor.campbell@hotmail.com,+92-339-5195013,"Karachi, Sindh",2021-04-19,2025-08-18 23:28:27,P377,Toys,34886.86,1,DISCOUNT5,Credit Card,Desktop,7,9,You practice hotel process store fund member focus responsibility.
T102503,C1096,1963-05-07,Female,matthew.jones@outlook.com,+92-322-8633369,"Peshawar, Khyber Pakhtunkhwa",2024-04-22,2024-11-26 03:08:00,P833,Home Decor,38679.3,1,,JazzCash,Mobile,2,5,Base total kind.
T102504,C1571,1991-09-07,Male,joseph.jackson@yahoo.com,+92-330-3569227,"Hyderabad, Sindh",2022-08-13,2024-12-01 09:47:07,P911,Groceries,47310.81,1,,Bank Transfer,Desktop,5,8,Political word drug rise.
T102505,C1694,2005-05-28,Male,jennifer.moore@outlook.com,+92-329-7042065,"Rawalpindi, Punjab",2022-11-22,2025-07-10 06:54:35,P234,Clothing,32669.78,3,NEW10,Debit Card,Tablet,10,1,Cost ago suggest natural door action.
T102506,C1395,1996-05-12,Male,joshua.mendoza@yahoo.com,+92-314-3422754,"Lahore, Punjab",2024-05-03,2025-04-10 20:52:18,P147,Toys,42429.52,4,FREESHIP,Bank Transfer,Desktop,10,8,Bed citizen step eight interview.
T102507,C1290,1985-10-08,Male,troy.glenn@yahoo.com,+92-318-3925160,"Quetta, Balochistan",2025-08-06,2025-01-31 01:33:46,P230,Sports,24126.83,1,DISCOUNT5,Bank Transfer,Tablet,4,3,
T102508,C1258,1965-04-22,Male,daniel.reynolds@outlook.com,+92-324-5315283,"Peshawar, Khyber Pakhtunkhwa",2024-10-05,2025-11-01 03:56:29,P653,Electronics,33921.83,4,SALE20,Easypaisa,Mobile,7,7,Sure move authority peace always ahead field.
T102509,C1741,1959-08-22,Female,karen.munoz@outlook.com,+92-310-7175325,"Faisalabad, Punjab",2023-11-14,2025-08-07 06:04:39,P403,Home Decor,26385.85,1,DISCOUNT5,Debit Card,Mobile,4,1,Fire at light require event week.
T102510,C1872,2006-03-05,Male,laurie.shaw@outlook.com,+92-347-1351266,"Lahore, Punjab",2020-12-28,2025-10-21 17:32:52,P569,Beauty,36509.1,5,NEW10,Bank Transfer,Desktop,2,3,
T102511,C1672,2003-11-05,Male,desiree.smith@yahoo.com,+92-327-6030776,"Quetta, Balochistan",2025-04-27,2025-03-19 16:24:24,P169,Clothing,41858.26,4,,Bank Transfer,Mobile,10,8,Rest leave property even goal speech.
T102512,C1987,1978-01-29,Male,austin.ross@gmail.com,+92-309-1713952,"Islamabad, Capital Territory",2022-06-03,2025-04-15 00:41:56,P918,Groceries,26127.86,2,,Cash,Tablet,7,6,Note treatment news weight piece become thus size effort.
T102513,C1928,1973-05-14,Female,kelly.kent@outlook.com,+92-329-7884890,"Peshawar, Khyber Pakhtunkhwa",2021-12-01,2025-02-21 15:20:31,P695,Electronics,12751.81,5,,Debit Card,Mobile,3,8,Language produce agent play.
T102514,C1617,1957-08-21,Male,julia.johnston@gmail.com,+92-345-4808186,"Hyderabad, Sindh",2021-05-25,2024-11-27 07:39:20,P928,Groceries,28912.25,3,,Debit Card,Mobile,8,9,Range vote my price build.
T102515,C1894,1980-10-23,Male,donna.ibarra@yahoo.com,+92-325-3097558,"Karachi, Sindh",2021-05-13,2025-05-04 04:40:08,P859,Sports,44740.62,3,,Easypaisa,Desktop,6,10,Trial between.
T102516,C1153,1972-03-26,Male,michael.dawson@yahoo.com,+92-340-6921373,"Hyderabad, Sindh",2023-02-16,2025-01-12 11:17:12,P916,Clothing,29165.44,5,,Bank Transfer,Desktop,7,7,Start friend imagine somebody.
T102517,C1341,1962-07-12,Female,louis.patrick@hotmail.com,+92-313-7808066,"Karachi, Sindh",2021-03-31,2025-01-27 20:20:21,P889,Home Decor,22550.03,5,FREESHIP,Bank Transfer,Desktop,5,7,Let indicate author team can north scene benefit although check behind instead former.
T102518,C1083,1997-07-05,Male,david.yoder@hotmail.com,+92-326-8008273,"Hyderabad, Sindh",2021-11-21,2025-09-24 01:57:23,P116,Toys,30093.32,1,,Easypaisa,Desktop,5,4,
T102519,C1596,1986-08-06,Male,judith.bartlett@gmail.com,+92-329-8588532,"Lahore, Punjab",2024-03-06,2024-12-29 14:52:05,P193,Home Decor,15923.05,2,,Bank Transfer,Mobile,4,7,Thank level sometimes can check day above region glass discover.
T102520,C1679,1983-11-01,Female,keith.long@yahoo.com,+92-328-7516989,"Multan, Punjab",2022-12-31,2025-02-22 22:26:47,P565,Home Decor,46506.95,1,,Easypaisa,Desktop,10,9,Measure class leave carry television rock arrive true.
T102521,C1144,1994-08-28,Male,cynthia.harrell@outlook.com,+92-329-7099529,"Quetta, Balochistan",2025-05-06,2025-10-01 23:30:57,P834,Toys,6914.13,2,NEW10,JazzCash,Desktop,1,1,Popular consumer environmental nor listen dog remember material without whatever people then couple.
T102522,C1938,1966-04-24,Male,mark.carter@outlook.com,+92-321-6469556,"Lahore, Punjab",2021-11-27,2025-10-08 13:01:13,P266,Electronics,24618.56,1,DISCOUNT5,Cash,Mobile,10,6,
T102523,C1358,2003-02-24,Female,melissa.bowen@gmail.com,+92-342-7692147,"Islamabad, Capital Territory",2025-07-29,2025-05-08 07:52:59,P267,Home Decor,5696.87,1,DISCOUNT5,Easypaisa,Mobile,6,4,Right red through phone clear top air spring drug.
T102524,C1317,2001-11-25,Male,johnny.riddle@hotmail.com,+92-308-9890863,"Sialkot, Punjab",2025-05-08,2025-01-14 18:43:42,P777,Books,27405.01,5,,Debit Card,Mobile,2,8,Husband interest research son final himself move entire quality eat newspaper.
T102525,C1990,1988-01-05,Male,whitney.jones@gmail.com,+92-313-5127314,"Karachi, Sindh",2020-11-21,2025-05-21 04:21:36,P916,Groceries,20579.1,5,,Credit Card,Tablet,10,4,Reveal hotel quality capital dream back run.
T102526,C1671,2006-06-18,Female,randall.nguyen@gmail.com,+92-313-4203862,"Lahore, Punjab",2023-01-27,2025-01-09 01:59:28,P235,Books,16920.43,2,DISCOUNT5,Cash,Mobile,6,9,Product if smile choose eat wind term store tax time voice piece.
T102527,C1715,1974-08-29,Female,david.hunter@hotmail.com,+92-336-4264878,"Multan, Punjab",2023-01-18,2025-10-29 21:53:48,P399,Books,20991.94,2,,Credit Card,Tablet,7,1,System in.
T102528,C1678,1970-02-19,Male,benjamin.neal@outlook.com,+92-346-7097090,"Karachi, Sindh",2022-05-11,2025-06-12 06:37:32,P153,Books,25935.83,5,NEW10,Bank Transfer,Mobile,7,9,
T102529,C1401,1990-06-06,Male,jane.reese@outlook.com,+92-329-7848595,"Quetta, Balochistan",2025-07-03,2025-07-02 02:19:14,P482,Toys,4927.06,3,,Debit Card,Desktop,4,9,Early single bring.
T102530,C1132,1961-11-11,Female,jennifer.smith@yahoo.com,+92-323-6148910,"Lahore, Punjab",2024-11-16,2025-03-14 05:14:19,P159,Books,31066.59,4,,Credit Card,Tablet,1,3,Begin huge cultural think world computer.
T102531,C1609,1960-11-16,Female,thomas.murphy@hotmail.com,+92-313-7590586,"Rawalpindi, Punjab",2025-02-01,2025-10-17 10:31:59,P549,Electronics,33212.9,5,DISCOUNT5,Debit Card,Desktop,1,4,
T102532,C1725,2004-08-23,Male,kari.jones@yahoo.com,+92-309-8889191,"Hyderabad, Sindh",2022-12-19,2025-08-13 20:27:41,P933,Books,49746.06,5,FREESHIP,Bank Transfer,Mobile,7,4,Deep commercial than news.
T102533,C1960,1995-11-27,Male,dana.dodson@gmail.com,+92-306-8588667,"Karachi, Sindh",2025-03-27,2025-10-16 16:24:04,P999,Toys,44591.02,1,FREESHIP,Debit Card,Desktop,4,1,Thought crime least exist.
T102534,C1086,1995-08-13,Male,robert.skinner@outlook.com,+92-319-7914190,"Peshawar, Khyber Pakhtunkhwa",2022-07-01,2025-09-08 15:36:53,P839,Beauty,668.78,5,,Credit Card,Desktop,7,10,Hair son bring traditional present fill even fact.
T102535,C1317,1979-07-10,Male,albert.garcia@gmail.com,+92-303-4345540,"Quetta, Balochistan",2024-01-24,2025-02-23 12:54:58,P523,Electronics,4033.08,4,,Debit Card,Tablet,3,8,Base black fund threat.
T102536,C1572,1971-04-09,Male,joseph.myers@gmail.com,+92-313-6665383,"Lahore, Punjab",2022-06-12,2024-11-08 18:16:26,P951,Toys,10720.71,4,FREESHIP,Credit Card,Mobile,2,1,Fall nothing long eye she ball never responsibility conference personal feel.
T102537,C1385,2000-02-05,Female,phillip.byrd@outlook.com,+92-335-3629314,"Rawalpindi, Punjab",2025-05-05,2024-11-29 11:34:06,P365,Beauty,40079.28,2,FREESHIP,JazzCash,Desktop,1,2,Media tonight avoid perhaps but travel event make particular top.
T102538,C1658,1988-07-02,Female,hunter.robinson@outlook.com,+92-342-7447324,"Karachi, Sindh",2021-05-24,2024-12-11 08:18:08,P776,Groceries,42736.97,2,FREESHIP,Bank Transfer,Desktop,6,10,Explain only there wrong community kid daughter Democrat traditional peace think hear population.
T102539,C1810,2002-08-05,Female,michael.robinson@hotmail.com,+92-333-8244130,"Quetta, Balochistan",2024-03-31,2025-05-14 08:05:37,P659,Home Decor,43289.82,2,,Cash,Tablet,2,10,
T102540,C1336,1984-04-12,Female,sara.cain@outlook.com,+92-311-8431976,"Rawalpindi, Punjab",2023-02-16,2025-05-27 19:28:56,P573,Sports,15806.48,1,,Cash,Mobile,7,9,Growth take article firm budget happy want away.
